"Date/Time","Lat","Lon"
"4/20/2014 14:50:00",40.6458,-73.7767
"4/20/2014 14:53:00",40.7741,-73.8724
"4/20/2014 15:02:00",40.6934,-73.9759
"4/20/2014 15:23:00",40.7289,-73.9992
"4/20/2014 16:08:00",40.7624,-73.9742
"4/20/2014 16:18:00",40.7589,-73.9769
"4/20/2014 17:07:00",40.7109,-74.006
"4/20/2014 20:48:00",40.7196,-73.9592
"4/20/2014 21:05:00",40.7738,-73.8725
"4/20/2014 22:25:00",40.6824,-73.689
"4/21/2014 2:50:00",40.7502,-73.9809
"4/21/2014 4:42:00",40.7442,-73.9854
"4/21/2014 5:53:00",40.7854,-73.9796
"4/21/2014 9:47:00",40.7501,-73.9944
"4/21/2014 10:21:00",40.7541,-73.9827
"4/21/2014 15:54:00",40.6878,-74.1817
"4/21/2014 17:14:00",40.7448,-73.9827
"4/21/2014 17:21:00",40.7729,-73.8856
"4/21/2014 18:28:00",40.7838,-73.9825
"4/21/2014 18:55:00",40.7413,-74.0051
"4/21/2014 19:02:00",40.7231,-73.9991
"4/21/2014 19:47:00",40.763,-73.9802
"4/21/2014 19:52:00",40.7536,-73.981
"4/21/2014 21:27:00",40.7616,-73.9799
"4/21/2014 21:31:00",40.7312,-73.9951
"4/22/2014 7:12:00",40.7916,-73.9783
"4/22/2014 7:36:00",40.7724,-73.9806
"4/22/2014 7:49:00",40.7669,-73.9872
"4/22/2014 8:28:00",40.7752,-73.9635
"4/22/2014 9:00:00",40.7362,-74.0034
"4/22/2014 9:13:00",40.6909,-74.1774
"4/22/2014 10:31:00",40.7748,-73.9606
"4/22/2014 13:08:00",40.7394,-73.9939
"4/22/2014 14:00:00",40.7494,-73.9407
"4/22/2014 14:12:00",40.7786,-73.9535
"4/22/2014 15:07:00",40.7256,-73.997
"4/22/2014 15:25:00",40.752,-73.9936
"4/22/2014 15:30:00",40.7608,-73.9755
"4/22/2014 17:12:00",40.7533,-73.9889
"4/22/2014 18:30:00",40.7561,-73.9774
